Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
SilverX2223,Energy,Direct Sales,Medium,1548235,19,7,A technology-driven Direct Sales platform focused on medium energy operations.,93,1,27.756357,35.490827,32.493448,37.020705,31.55566,12
RaptorWorks499,Real Estate,Freemium,Medium,74638,3,3,A Freemium real estate platform serving medium users.,65,1,38.021949,46.831063,45.494153,43.361027,39.232718,40
Silver-Bridge,Technology,Subscription,Medium,1479333,64,7,A technology-driven Subscription platform focused on medium technology operations.,95,1,27.980911,35.29656,32.788561,35.330307,31.734125,10
EchoFlow357,Energy,SaaS,Medium,1858716,66,14,A scalable energy solution targeting medium organizations.,95,1,30.658014,34.710419,33.555507,30.782715,37.042062,10
SilverVision116,SaaS,B2B,Large,5874932,224,23,A modern software venture delivering solutions for large businesses.,95,1,25.021899,31.658407,38.78449,27.510685,37.854252,10
Nimbus-Pulse,Other,C2C,Medium,30383,2,1,An AI-powered C2C digital services solution for medium individual users.,47,0,50.007206,46.842318,46.196548,55.14501,49.212754,58
AtlasHub3351,SaaS,Subscription,Large,795021,216,24,A Subscription software platform serving large subscribers.,95,1,27.557384,30.621061,40.125749,29.41783,35.853222,10
VertexWave104,Energy,Direct Sales,Medium,1188607,34,8,A technology-driven Direct Sales platform focused on medium energy operations.,95,1,27.355296,34.40771,37.667092,33.853932,38.538211,10
SilverCascade5232,Technology,SaaS,Medium,1425835,92,15,A technology-driven SaaS platform focused on medium technology operations.,95,1,25.551005,36.714078,37.266486,36.803286,36.55781,10
Quantum Flow,Other,C2C,Medium,42271,2,0,A modern digital services venture delivering solutions for medium individual users.,47,0,54.638275,45.34919,43.645082,48.105157,43.056259,58
CyberX3791,Agriculture,SaaS,Large,183648,33,3,A technology-driven SaaS platform focused on large agriculture operations.,85,1,35.988792,34.301324,35.037222,31.911619,34.069026,20
PrimeForge260,Healthcare,SaaS,Large,1659223,57,13,A scalable healthcare solution targeting large organizations.,95,1,29.08821,32.046214,33.132581,27.351402,40.465449,10
NexusWave841,Food & Beverage,B2C,Medium,86196,7,0,A technology-driven B2C platform focused on medium food and beverage operations.,61,1,40.903339,45.083763,45.092386,44.687279,44.034597,44
EchoEdge6284,Real Estate,Freemium,Small,283274,41,6,A scalable real estate solution targeting small users.,85,1,30.942952,32.892784,36.748024,40.780564,39.85924,20
NovaScale996,Retail,B2B,Large,374895,49,5,A B2B retail platform serving large businesses.,83,1,31.632134,33.916199,40.70583,35.424481,35.796763,22
NovaEdge1492,Other,Marketplace,Small,450560,3,8,A digital digital services platform using a Marketplace model for small buyers and sellers.,81,1,33.894215,35.712559,37.829745,35.217083,40.066471,24
CyberSystems,Other,Other,Medium,43312,1,0,An AI-powered Other digital services solution for medium customers.,46,0,55.417812,50.287813,51.912692,53.098478,46.644426,59
NimbusForge814,Other,SaaS,Large,210218,33,2,A SaaS digital services platform serving large organizations.,88,1,35.626149,38.468606,34.89249,35.710002,33.606556,17
Nova Wave,Food & Beverage,Freemium,Small,59060,6,1,A Freemium food and beverage platform serving small users.,62,1,39.023444,43.552222,42.175578,49.422571,46.441002,43
Spectra-Nest,Healthcare,SaaS,Large,2621727,277,23,A digital healthcare platform using a SaaS model for large organizations.,95,1,29.098484,28.623662,32.331059,29.567783,37.491834,10
PixelTech,Technology,Subscription,Large,8616935,66,20,A scalable technology solution targeting large subscribers.,95,1,27.955303,29.182068,38.480132,27.442081,38.196035,10
AtlasFlow9399,Food & Beverage,Advertising,Small,50625,2,1,A digital food and beverage platform using a Advertising model for small audiences.,56,1,51.455723,45.078558,49.281312,52.429948,39.789527,49
Cyber-Systems,Agriculture,Freemium,Small,84504,2,2,A modern agriculture venture delivering solutions for small users.,61,1,40.428197,44.666288,49.454724,47.221586,40.041652,44
Silver-Link,Retail,Advertising,Small,51176,5,0,A digital retail platform using a Advertising model for small audiences.,58,1,44.197449,41.11044,42.375047,49.638591,48.256349,47
Titan Link,SaaS,Subscription,Large,104426,40,8,A digital software platform using a Subscription model for large subscribers.,95,1,31.725423,31.146315,40.524002,29.095423,33.231131,10
CosmicWave2635,Energy,SaaS,Large,6869056,407,20,A scalable energy solution targeting large organizations.,95,1,23.786944,35.432547,33.787301,31.752236,34.242984,10
VectorTech7783,Retail,Franchise,Medium,375358,45,7,An AI-powered Franchise retail solution for medium franchise operators.,84,1,29.227584,33.861931,35.587227,33.646202,36.645845,21
HyperByte8922,Finance,Advertising,Small,41036,2,0,A scalable financial solution targeting small audiences.,50,1,50.07997,45.499977,49.070303,47.594802,42.004007,55
NimbusGrid8145,Retail,Advertising,Small,42306,2,0,An AI-powered Advertising retail solution for small audiences.,48,0,54.926724,46.366512,46.034895,50.57275,49.370007,57
Spectra-Edge,Real Estate,C2C,Medium,63313,1,0,A modern real estate venture delivering solutions for medium individual users.,53,1,51.817615,44.604598,41.853921,47.653866,43.15815,52
Atlas-Works,Manufacturing,Direct Sales,Medium,1069173,68,14,A digital manufacturing platform using a Direct Sales model for medium business customers.,95,1,24.573321,33.897785,40.409986,27.50402,38.614,10
Meridian-Shift,Healthcare,Direct Sales,Large,204139,35,6,A technology-driven Direct Sales platform focused on large healthcare operations.,95,1,23.74043,36.815876,38.878144,33.063553,39.681961,10
Cyber-Flow,Retail,Marketplace,Medium,353943,17,5,A digital retail platform using a Marketplace model for medium buyers and sellers.,76,1,39.132846,43.641258,41.945239,36.491745,39.653592,29
PrimePulse9872,Retail,Freemium,Small,98710,5,0,A technology-driven Freemium platform focused on small retail operations.,59,1,43.076724,49.596949,43.320967,47.315431,42.334148,46
CobaltEdge6826,Healthcare,B2B,Large,8827741,237,20,A B2B healthcare platform serving large businesses.,95,1,23.390143,30.551341,32.844877,31.102123,35.739485,10
SilverBridge3114,Real Estate,C2C,Medium,54405,7,4,A modern real estate venture delivering solutions for medium individual users.,63,1,41.211079,47.889234,40.114968,44.118137,37.985491,42
PixelForge95,SaaS,B2B,Large,567644,10,13,An AI-powered B2B software solution for large businesses.,95,1,29.277631,31.850273,39.700334,34.389586,34.565202,10
OmegaPath474,Technology,B2B,Large,3846504,416,16,A digital technology platform using a B2B model for large businesses.,95,1,32.020802,34.113367,34.740914,30.896389,37.927492,10
FusionShift8823,Technology,Freemium,Small,141705,33,9,A technology-driven Freemium platform focused on small technology operations.,86,1,31.445379,37.814028,36.169838,32.745425,38.780676,19
NovaSystems607,E-commerce,SaaS,Large,993268,150,12,A modern e-commerce venture delivering solutions for large organizations.,95,1,25.741115,36.766822,39.806848,30.310592,31.841528,10
AeroHub3009,Other,Advertising,Small,56106,4,1,A scalable digital services solution targeting small audiences.,58,1,44.82413,42.154049,49.637975,49.418589,40.719624,47
NexusCascade661,Manufacturing,B2B,Medium,1567455,96,15,A digital manufacturing platform using a B2B model for medium businesses.,95,1,28.127834,31.371704,39.495146,36.944665,37.385288,10
Orion-Cascade,Agriculture,C2C,Small,35398,1,0,A digital agriculture platform using a C2C model for small individual users.,49,0,47.252774,45.426995,48.396914,52.084943,49.747632,56
OmegaHub2932,Entertainment,C2C,Medium,311665,19,8,An AI-powered C2C entertainment solution for medium individual users.,82,1,31.971286,34.983633,40.867819,38.246035,39.186547,23
SilverCore366,Finance,C2C,Medium,76248,1,1,A digital financial platform using a C2C model for medium individual users.,54,1,50.038405,47.407528,41.853578,46.158432,48.079036,51
NimbusDynamo923,Agriculture,Advertising,Small,37257,1,1,A technology-driven Advertising platform focused on small agriculture operations.,50,1,51.799692,50.387708,47.414158,49.341052,48.066892,55
SolarPulse6160,Agriculture,Advertising,Medium,19561,2,0,A technology-driven Advertising platform focused on medium agriculture operations.,50,1,54.332592,44.713961,43.838233,45.487566,42.035515,55
QuantumForge4269,Real Estate,Advertising,Medium,44494,2,2,A technology-driven Advertising platform focused on medium real estate operations.,54,1,51.152128,47.586533,45.732289,48.38623,47.942826,51
QuantumIgnite2089,Real Estate,Subscription,Medium,251313,15,9,An AI-powered Subscription real estate solution for medium subscribers.,86,1,35.165167,39.034713,35.466247,37.304772,36.010907,19
RubyShift511,Energy,B2B,Small,346147,24,2,A digital energy platform using a B2B model for small businesses.,90,1,29.703268,31.438183,37.388365,38.395992,38.707392,15
CrimsonByte610,Transportation,Advertising,Medium,64565,6,3,A Advertising transportation platform serving medium audiences.,66,1,37.293728,46.483342,45.141497,42.904863,41.16366,39
Stellar Path,Healthcare,SaaS,Large,8255616,190,20,A scalable healthcare solution targeting large organizations.,95,1,30.168314,30.999012,35.16167,34.801566,39.819589,10
SilverTech837,E-commerce,SaaS,Large,5317390,135,17,A technology-driven SaaS platform focused on large e-commerce operations.,95,1,30.915191,34.259738,39.75371,34.11758,39.279955,10
CosmicByte189,Retail,Other,Small,31678,1,0,A modern retail venture delivering solutions for small customers.,46,0,49.742496,45.32756,53.204101,53.914817,49.439315,59
AtlasBridge960,E-commerce,Advertising,Large,267353,43,6,A modern e-commerce venture delivering solutions for large audiences.,87,1,32.92997,34.608051,38.083327,37.222987,38.811851,18
FusionCore4803,Education,Subscription,Large,1577892,51,14,A Subscription education platform serving large subscribers.,95,1,22.750082,34.905975,35.546078,35.015139,39.421657,10
QuantumCascade149,Energy,SaaS,Large,1785369,59,12,An AI-powered SaaS energy solution for large organizations.,95,1,29.207144,32.312882,39.031224,36.466777,33.005895,10
QuantumSync256,Finance,Subscription,Medium,458159,16,9,A technology-driven Subscription platform focused on medium financial operations.,87,1,34.724422,31.428627,35.676312,39.156557,33.226036,18
StellarBridge976,E-commerce,Subscription,Medium,378731,34,15,A digital e-commerce platform using a Subscription model for medium subscribers.,95,1,23.476168,30.582891,36.753231,32.573918,35.559503,10
VortexX478,Real Estate,Other,Medium,34384,2,1,A digital real estate platform using a Other model for medium customers.,47,0,55.93618,45.034397,52.408155,46.427877,41.198055,58
OmegaNest112,Other,Freemium,Small,69742,6,3,A digital digital services platform using a Freemium model for small users.,64,1,38.835412,46.848949,44.414499,45.012963,41.978099,41
AstraSystems,Technology,B2B,Large,822396,55,12,A modern technology venture delivering solutions for large businesses.,95,1,27.821805,29.343536,40.152236,32.812798,35.267858,10
PrimeFlow6393,Energy,Marketplace,Large,1750252,30,7,A modern energy venture delivering solutions for large buyers and sellers.,95,1,27.302667,38.144797,38.334181,34.451137,39.724641,10
MeridianDynamo690,Education,SaaS,Large,1117024,62,11,A SaaS education platform serving large organizations.,95,1,31.862296,30.078432,40.266097,35.931176,39.821129,10
TerraWave768,Retail,Advertising,Medium,18660,2,1,A scalable retail solution targeting medium audiences.,48,0,51.797061,45.326631,49.743513,53.297898,40.87179,57
Meteor-Works,Other,Advertising,Small,89789,6,3,A scalable digital services solution targeting small audiences.,63,1,46.853038,46.376281,40.63944,42.940273,44.135947,42
TerraCore9784,Real Estate,C2C,Medium,34295,2,0,A digital real estate platform using a C2C model for medium individual users.,48,0,46.050934,50.783708,47.718663,52.96827,49.693023,57
TitanLink730,Agriculture,Advertising,Small,87313,3,1,A technology-driven Advertising platform focused on small agriculture operations.,60,1,49.560278,46.27098,49.847652,44.283014,47.377506,45
PrimeWave6040,Agriculture,C2C,Small,16405,2,1,An AI-powered C2C agriculture solution for small individual users.,49,0,50.041706,52.477077,49.178931,53.121812,46.625498,56
Meteor-Byte,Other,B2C,Medium,255922,9,7,A B2C digital services platform serving medium consumers.,78,1,39.940068,42.779041,37.188215,39.081075,39.138531,27
TitanByte9956,Retail,B2C,Small,472806,35,3,A digital retail platform using a B2C model for small consumers.,78,1,33.165107,36.397018,45.390557,42.011885,38.320707,27
TerraFlow251,Technology,SaaS,Medium,1528611,15,7,A modern technology venture delivering solutions for medium organizations.,95,1,24.543845,31.731474,34.464617,35.504767,34.204057,10
Spectra Bridge,Food & Beverage,Direct Sales,Large,302221,46,8,A Direct Sales food and beverage platform serving large business customers.,89,1,31.406968,39.254861,38.958301,38.968015,32.53616,16
VertexLogic967,Real Estate,B2C,Medium,35244,1,0,A digital real estate platform using a B2C model for medium consumers.,49,0,55.06732,53.171391,47.844507,54.140145,49.49254,56
TerraWave238,Healthcare,Subscription,Large,1568742,79,5,A scalable healthcare solution targeting large subscribers.,95,1,31.784767,35.123601,40.331991,28.89294,36.512819,10
Titan Shift,Finance,C2C,Small,31708,1,1,A C2C financial platform serving small individual users.,49,0,54.59287,53.662022,51.403761,45.769047,50.193194,56
NexusLink6206,Energy,SaaS,Large,6591061,273,25,An AI-powered SaaS energy solution for large organizations.,95,1,30.383279,37.969126,38.465948,28.275862,39.206723,10
AtlasLabs6080,Finance,C2C,Medium,11491,1,1,A scalable financial solution targeting medium individual users.,49,0,50.6476,46.841707,43.209966,47.386764,41.924906,56
FusionForge738,E-commerce,Freemium,Medium,89616,39,4,A technology-driven Freemium platform focused on medium e-commerce operations.,73,1,33.62444,40.575237,38.656997,39.293565,42.743467,32
MeridianSystems4122,Energy,B2B,Large,5195563,222,13,A B2B energy platform serving large businesses.,95,1,24.241774,31.350011,34.382351,33.174702,40.524359,10
RubyRise97,Manufacturing,B2B,Large,452832,17,9,A technology-driven B2B platform focused on large manufacturing operations.,88,1,34.340204,32.373772,38.911445,36.500262,35.111755,17
AtlasLogic356,SaaS,Direct Sales,Large,580387,26,14,A modern software venture delivering solutions for large business customers.,95,1,22.509747,33.681093,40.001947,27.886408,34.459989,10
NovaLink375,Manufacturing,Direct Sales,Medium,225110,25,15,A digital manufacturing platform using a Direct Sales model for medium business customers.,94,1,26.37577,34.449471,34.136914,35.165847,35.638818,11
Echo Scale,Agriculture,Other,Medium,23030,1,0,A scalable agriculture solution targeting medium customers.,48,0,54.140282,51.174289,47.879123,51.386877,46.253454,57
